Collection,Name,Member Attribute,Sub-member Attribute,Syntax,Reference
Printer Description,destination-uri-ready,destination-info,,text(MAX),[PWG5100.17]
Printer Description,destination-uri-ready,destination-is-directory,,boolean,[PWG5100.17]
Printer Description,destination-uri-ready,destination-mandatory-access-attributes,,1setOf keyword,[PWG5100.17]
Printer Description,destination-uri-ready,destination-name,,name(MAX),[PWG5100.17]
Printer Description,destination-uri-ready,destination-oauth-scope,,1setOf octetString(MAX),[PWG5100.17]
Printer Description,destination-uri-ready,destination-oauth-token,,1setOf octetString(MAX),[PWG5100.17]
Printer Description,destination-uri-ready,destination-oauth-uri,,uri,[PWG5100.17]
Printer Description,destination-uri-ready,destination-uri,,uri,[PWG5100.17]
Printer Description,destination-uri-schemes-supported,,,1setOf uriScheme,[PWG5100.15]
Printer Description,destination-uris-supported,,,1setOf keyword,[PWG5100.15]
Printer Description,document-access-supported,,,1setOf keyword,[PWG5100.18]
Printer Description,document-charset-default,,,charset,[PWG5100.7]
Printer Description,document-charset-supported,,,1setOf charset,[PWG5100.7]
Printer Description,document-creation-attributes-supported,,,1setOf keyword,[PWG5100.5]
Printer Description,document-digital-signature-default,,,type2 keyword,[PWG5100.7]
Printer Description,document-digital-signature-supported,,,1setOf keyword,[PWG5100.7]
Printer Description,document-format-default,,,mimeMediaType,[RFC8011]
Printer Description,document-format-details-default,,,collection,[PWG5100.7]
Printer Description,document-format-details-default,"<Member attributes are the same as the ""document-format-details"" Operation attribute>",,,[PWG5100.7]
Printer Description,document-format-details-supported,,,1setOf keyword,[PWG5100.7]
Printer Description,document-format-supported,,,1setOf mimeMediaType,[RFC8011]
Printer Description,document-format-version-default,,,text(127),[PWG5100.7]
Printer Description,document-format-version-supported,,,1setOf text(127),[PWG5100.7]
Printer Description,document-natural-language-default,,,naturalLanguage,[PWG5100.7]
Printer Description,document-natural-language-supported,,,1setOf naturalLanguage,[PWG5100.7]
Printer Description,document-password-supported,,,integer(0:1023),[PWG5100.13]
Printer Description,document-privacy-attributes,,,1setOf type2 keyword,[IPPPRIVACY10]
Printer Description,document-privacy-scope,,,type2 keyword,[IPPPRIVACY10]
Printer Description,feed-orientation-default,,,type2 keyword,[PWG5100.11]
Printer Description,feed-orientation-supported,,,1setOf type2 keyword,[PWG5100.11]
Printer Description,fetch-document-attributes-supported,,,1setOf keyword,[PWG5100.18]
Printer Description,finishing-template-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.1]
Printer Description,finishings-col-database,,,1setOf collection,[PWG5100.1]
Printer Description,finishings-col-default,,,collection,[PWG5100.1]
Printer Description,finishings-col-default,"<Member attributes are the same as the ""finishings-col"" Job Template attribute>",,,[PWG5100.1]
Printer Description,finishings-col-ready,,,1setOf collection,[PWG5100.1]
Printer Description,finishings-col-ready,"<Member attributes are the same as the ""finishings-col"" Job Template attribute>",,,[PWG5100.1]
Printer Description,finishings-col-supported,,,1setOf keyword,[PWG5100.1]
Printer Description,finishings-default,,,1setOf type2 enum,[RFC8011]
Printer Description,finishings-ready,,,1setOf type2 enum,[PWG5100.1]
Printer Description,finishings-supported,,,1setOf type2 enum,[RFC8011]
Printer Description,folding-direction-supported,,,1setOf type1 keyword,[PWG5100.1]
Printer Description,folding-offset-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.1]
Printer Description,folding-reference-edge-supported,,,1setOf type1 keyword,[PWG5100.1]
Printer Description,font-name-requested-default,,,name(MAX),[PWG5100.11]
Printer Description,font-name-requested-supported,,,1setOf name(MAX),[PWG5100.11]
Printer Description,font-size-requested-default,,,integer(1:MAX),[PWG5100.11]
Printer Description,font-size-requested-supported,,,1setOf rangeOfInteger(1:MAX),[PWG5100.11]
Printer Description,force-front-side-default (under review),,,1setOf integer(1:MAX),[PWG5100.3]
Printer Description,force-front-side-supported (under review),,,rangeOfInteger(1:MAX),[PWG5100.3]
Printer Description,from-name-supported,,,integer(0:1023),[PWG5100.15]
Printer Description,generated-natural-language-supported,,,1setOf naturalLanguage,[RFC8011]
Printer Description,identify-actions-default,,,1setOf type2 keyword,[PWG5100.13]
Printer Description,identify-actions-supported,,,1setOf type2 keyword,[PWG5100.13]
Printer Description,imposition-template-default,,,keyword | name(MAX),[PWG5100.3]
Printer Description,imposition-template-supported,,,1setOf (keyword | name(MAX)),[PWG5100.3]
Printer Description,input-attributes-default,,,collection,[PWG5100.15]
Printer Description,input-attributes-supported,,,1setOf keyword,[PWG5100.15]
Printer Description,input-color-mode-supported,,,1setOf type2 keyword,[PWG5100.15]
Printer Description,input-content-type-supported,,,1setOf type2 keyword,[PWG5100.15]
Printer Description,input-film-scan-mode-supported,,,1setOf type2 keyword,[PWG5100.15]
Printer Description,input-media-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.15]
Printer Description,input-orientation-requested-supported,,,1setOf type2 enum,[PWG5100.15]
Printer Description,input-quality-supported,,,1setOf type2 enum,[PWG5100.15]
Printer Description,input-resolution-supported,,,1setOf resolution,[PWG5100.15]
Printer Description,input-scan-regions-supported,,,collection,[PWG5100.15]
Printer Description,input-scan-regions-supported,x-dimension,,rangeOfInteger,[PWG5100.15]
Printer Description,input-scan-regions-supported,x-origin,,rangeOfInteger,[PWG5100.15]
Printer Description,input-scan-regions-supported,y-dimension,,rangeOfInteger,[PWG5100.15]
Printer Description,input-scan-regions-supported,y-origin,,rangeOfInteger,[PWG5100.15]
Printer Description,input-sides-supported,,,1setOf type2 keyword,[PWG5100.15]
Printer Description,input-source-supported,,,1setOf type2 keyword,[PWG5100.15]
Printer Description,insert-after-page-number-supported,,,rangeOfInteger(0:MAX),[PWG5100.3]
Printer Description,insert-count-supported,,,rangeOfInteger(0:MAX),[PWG5100.3]
Printer Description,insert-sheet-default,,,1setOf collection,[PWG5100.3]
Printer Description,insert-sheet-default,"<Member attributes are the same as the ""insert-sheet"" Job Template attribute>",,,[PWG5100.3]
Printer Description,insert-sheet-supported,,,1setOf keyword,[PWG5100.3]
Printer Description,ipp-features-supported,,,1setOf type2 keyword,[PWG5100.13]
Printer Description,ipp-versions-supported,,,1setOf type2 keyword,[RFC8011]
Printer Description,ippget-event-life,,,integer(15:MAX),[RFC3996]
Printer Description,job-account-id-default,,,name(MAX) | no-value,[PWG5100.3]
Printer Description,job-account-id-supported,,,boolean,[PWG5100.3]
Printer Description,job-account-type-default,,,type2 keyword | name(MAX),[PWG5100.16]
Printer Description,job-account-type-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.16]
Printer Description,job-accounting-sheets-default,,,collection | no-value,[PWG5100.3]
Printer Description,job-accounting-sheets-default,"<Member attributes are the same as the ""job-accounting-sheets"" Job Template attribute>",,,[PWG5100.3]
Printer Description,job-accounting-sheets-supported,,,1setOf keyword,[PWG5100.3]
Printer Description,job-accounting-user-id-default,,,name(MAX) | no-value,[PWG5100.3]
Printer Description,job-accounting-user-id-supported,,,boolean,[PWG5100.3]
Printer Description,job-authorization-uri-supported,,,boolean,[PWG5100.16]
Printer Description,job-constraints-supported,,,1setOf collection,[PWG5100.13]
Printer Description,job-constraints-supported,resolver-name,,name(MAX),[PWG5100.13]
Printer Description,job-creation-attributes-supported,,,1setOf keyword,[PWG5100.11]
Printer Description,job-delay-output-until-default,,,type2 keyword | name(MAX),[PWG5100.11]
Printer Description,job-delay-output-until-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.11]
Printer Description,job-delay-output-until-time-supported,,,rangeOfInteger(0:MAX),[PWG5100.11]
Printer Description,job-destination-spooling-supported,,,type2 keyword,[PWG5100.17]
Printer Description,job-error-action-default,,,type2 keyword,[PWG5100.13]
Printer Description,job-error-action-supported,,,1setOf type2 keyword,[PWG5100.13]
Printer Description,job-error-sheet-default,,,collection | no-value,[PWG5100.3]
Printer Description,job-error-sheet-default,"<Member attributes are the same as the ""job-error-sheet"" Job Template attribute>",,,[PWG5100.3]
Printer Description,job-error-sheet-supported,,,1setOf keyword,[PWG5100.3]
Printer Description,job-hold-until-default,,,type2 keyword | name(MAX),[RFC8011]
Printer Description,job-hold-until-supported,,,1setOf (type2 keyword | name(MAX)),[RFC8011]
Printer Description,job-hold-until-time-supported,,,rangeOfInteger(0:MAX),[PWG5100.11]
Printer Description,job-ids-supported,,,boolean,[PWG5100.11]
Printer Description,job-impressions-supported,,,rangeOfInteger(0:MAX),[RFC8011]
Printer Description,job-k-octets-supported,,,rangeOfInteger(0:MAX),[RFC8011]
Printer Description,job-media-sheets-supported,,,rangeOfInteger(0:MAX),[RFC8011]
Printer Description,job-message-to-operator-default,,,text(MAX),[PWG5100.3]
Printer Description,job-message-to-operator-supported,,,boolean,[PWG5100.3]
Printer Description,job-pages-per-set-supported,,,boolean,[PWG5100.1]
Printer Description,job-password-encryption-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.11]
Printer Description,job-password-length-supported,,,rangeOfInteger(0:255),[IPPWG20160229-1]
Printer Description,job-password-repertoire-configured,,,type2 keyword | name(MAX),[IPPWG20160229-1]
Printer Description,job-password-repertoire-supported,,,1setOf (type2 keyword | name(MAX)),[IPPWG20160229-1]
Printer Description,job-password-supported,,,integer(0:255),[PWG5100.11]
Printer Description,job-phone-number-default,,,uri | no-value,[PWG5100.11]
Printer Description,job-phone-number-supported,,,boolean,[PWG5100.11]
Printer Description,job-presets-supported,,,1setOf collection,[IPPPRESET]
Printer Description,job-presets-supported,preset-name,,keyword | name(MAX),[IPPPRESET]
Printer Description,job-priority-default,,,integer(1:100),[RFC8011]
Printer Description,job-priority-supported,,,integer(1:100),[RFC8011]
Printer Description,job-privacy-attributes,,,1setOf type2 keyword,[IPPPRIVACY10]
Printer Description,job-privacy-scope,,,type2 keyword,[IPPPRIVACY10]
Printer Description,job-recipient-name-default,,,name(MAX) | no-value,[PWG5100.11]
Printer Description,job-recipient-name-supported,,,boolean,[PWG5100.11]
Printer Description,job-resolvers-supported,,,1setOf collection,[PWG5100.13]
Printer Description,job-resolvers-supported,resolver-name,,name(MAX),[PWG5100.13]
Printer Description,job-sheet-message-default,,,text(MAX),[PWG5100.3]
Printer Description,job-sheet-message-supported,,,boolean,[PWG5100.3]
Printer Description,job-sheets-col-default,,,collection,[PWG5100.3]
Printer Description,job-sheets-col-default,"<Member attributes are the same as the ""job-sheets-col"" Job Template attribute>",,,[PWG5100.3]
Printer Description,job-sheets-col-supported,,,1setOf keyword,[PWG5100.3]
Printer Description,job-sheets-default,,,type2 keyword | name(MAX),[RFC8011]
Printer Description,job-sheets-supported,,,1setOf (type2 keyword | name(MAX)),[RFC8011]
Printer Description,job-spooling-supported,,,type2 keyword,[PWG5100.11]
Printer Description,job-triggers-supported,,,1setOf collection,[IPPPRESET]
Printer Description,job-triggers-supported,preset-name,,keyword | name(MAX),[IPPPRESET]
Printer Description,jpeg-features-supported,,,1setOf type2 keyword,[APPLE20151021]
Printer Description,jpeg-k-octets-supported,,,rangeOfInteger(0:MAX),[PWG5100.16]
Printer Description,jpeg-x-dimension-supported,,,rangeOfInteger(0:65535),[PWG5100.16]
Printer Description,jpeg-y-dimension-supported,,,rangeOfInteger(1:65535),[PWG5100.16]
Printer Description,laminating-sides-supported,,,1setOf type1 keyword,[PWG5100.1]
Printer Description,laminating-type-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.1]
Printer Description,logo-uri-formats-supported,,,1setOf mimeMediaType,[PWG5100.15]
Printer Description,logo-uri-schemes-supported,,,1setOf uriScheme,[PWG5100.15]
Printer Description,material-amount-units-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,material-diameter-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.21]
Printer Description,material-nozzle-diameter-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.21]
Printer Description,material-purpose-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,material-rate-supported,,,1setOf (integer(1:MAX) | rangeOfInteger(1:MAX)),[PWG5100.21]
Printer Description,material-rate-units-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,material-shell-thickness-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.21]
Printer Description,material-temperature-supported,,,1setOf (integer(-273:MAX) | rangeOfInteger(-273:MAX)),[PWG5100.21]
Printer Description,material-type-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,materials-col-database,,,1setOf collection,[PWG5100.21]
Printer Description,materials-col-default,,,1setOf collection,[PWG5100.21]
Printer Description,materials-col-ready,,,1setOf collection,[PWG5100.21]
Printer Description,materials-col-supported,,,1setOf keyword,[PWG5100.21]
Printer Description,max-materials-col-supported,,,integer(1:MAX),[PWG5100.21]
Printer Description,max-save-info-supported,,,integer(1:MAX),[PWG5100.11]
Printer Description,max-stitching-locations-supported,,,integer(1:MAX),[PWG5100.1]
Printer Description,media-back-coating-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.3]
Printer Description,media-bottom-margin-supported,,,1setOf integer(0:MAX),[PWG5100.13]
Printer Description,media-col-database,,,1setOf collection,[PWG5100.11]
Printer Description,media-col-database,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,,[PWG5100.11]
Printer Description,media-col-database,media-source-properties,,collection,[PWG5100.13]
Printer Description,media-col-database,media-source-properties,media-source-feed-direction,type2 keyword,[PWG5100.13]
Printer Description,media-col-database,media-source-properties,media-source-feed-orientation,type2 enum,[PWG5100.13]
Printer Description,media-col-default,,,collection,[PWG5100.3]
Printer Description,media-col-default,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,,[PWG5100.3]
Printer Description,media-col-ready,,,1setOf collection,[PWG5100.3]
Printer Description,media-col-ready,"<Member attributes are the same as the ""media-col"" Job Template attribute>",,,[PWG5100.3]
Printer Description,media-col-ready,media-source-properties,,collection,[PWG5100.13]
Printer Description,media-col-ready,media-source-properties,media-source-feed-direction,type2 keyword,[PWG5100.13]
Printer Description,media-col-ready,media-source-properties,media-source-feed-orientation,type2 enum,[PWG5100.13]
Printer Description,media-col-supported,,,1setOf keyword,[PWG5100.3]
Printer Description,media-color-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.3]
Printer Description,media-default,,,no-value | type2 keyword | name(MAX),[RFC8011]
Printer Description,media-front-coating-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.3]
Printer Description,media-grain-supported,,,1setOf type2 keyword | name(MAX),[PWG5100.11]
Printer Description,media-hole-count-supported,,,1setOf rangeOfInteger(0:MAX),[PWG5100.3]
Printer Description,media-info-supported,,,boolean,[PWG5100.3]
Printer Description,media-key-supported,,,1setOf (keyword | name(MAX)),[PWG5100.3]
Printer Description,media-left-margin-supported,,,1setOf integer(0:MAX),[PWG5100.13]
Printer Description,media-order-count-supported,,,1setOf rangeOfInteger(1:MAX),[PWG5100.3]
Printer Description,media-pre-printed-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.3]
Printer Description,media-ready,,,1setOf (type2 keyword | name(MAX)),[RFC8011]
Printer Description,media-recycled-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.3]
Printer Description,media-right-margin-supported,,,1setOf integer(0:MAX),[PWG5100.13]
Printer Description,media-size-supported,,,1setOf collection,[PWG5100.3]
Printer Description,media-size-supported,x-dimension,,integer(1:MAX) | rangeOfInteger(1:MAX),[PWG5100.3]
Printer Description,media-size-supported,y-dimension,,integer(1:MAX) | rangeOfInteger(1:MAX),[PWG5100.3]
Printer Description,media-source-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.13]
Printer Description,media-supported,,,1setOf (type2 keyword | name(MAX)),[RFC8011]
Printer Description,media-thickness-supported,,,rangeOfInteger(1:MAX),[PWG5100.11]
Printer Description,media-tooth-supported,,,1setOf type2 keyword | name(MAX),[PWG5100.11]
Printer Description,media-top-margin-supported,,,1setOf integer(0:MAX),[PWG5100.13]
Printer Description,media-type-supported,,,1setOf (type2 keyword | name(MAX)),[PWG5100.3]
Printer Description,media-weight-metric-supported,,,1setOf rangeOfInteger(0:MAX),[PWG5100.3]
Printer Description,message-supported,,,integer(0:1023),[PWG5100.15]
Printer Description,multiple-destination-uris-supported,,,boolean,[PWG5100.15]
Printer Description,multiple-document-handling-default,,,type2 keyword,[RFC8011]
Printer Description,multiple-document-handling-supported,,,1setOf (type2 keyword),[RFC8011]
Printer Description,multiple-document-jobs-supported,,,boolean,[RFC8011]
Printer Description,multiple-object-handling-default,,,type2 keyword,[PWG5100.21]
Printer Description,multiple-object-handling-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,multiple-operation-time-out,,,integer(1:MAX),[RFC8011]
Printer Description,multiple-operation-time-out-action,,,type2 keyword,[PWG5100.13]
Printer Description,natural-language-configured,,,naturalLanguage,[RFC8011]
Printer Description,notify-attributes-supported,,,1setOf keyword,[RFC3995]
Printer Description,notify-events-default,,,1setOf type2 keyword,[RFC3995]
Printer Description,notify-events-supported,,,1setOf type2 keyword,[RFC3995]
Printer Description,notify-lease-duration-default,,,integer(0:67108863),[RFC3995]
Printer Description,notify-lease-duration-supported,,,1setOf (integer(0: 67108863) | rangeOfInteger(0:67108863)),[RFC3995]
Printer Description,notify-pull-method-supported,,,1setOf type2 keyword,[RFC3995]
Printer Description,notify-schemes-supported,,,1setOf uriScheme,[RFC3995]
Printer Description,number-of-retries-default,,,integer(0:MAX),[PWG5100.15]
Printer Description,number-of-retries-supported,,,rangeOfInteger(0:MAX),[PWG5100.15]
Printer Description,number-up-default,,,integer(1:MAX),[RFC8011]
Printer Description,number-up-supported,,,integer(1:MAX) | rangeOfInteger(1:MAX),[RFC8011]
Printer Description,oauth-authorization-scope,,,1setOf name(MAX),[IPP20190521]
Printer Description,oauth-authorization-server-uri,,,uri | no-value,[PWG5100.18]
Printer Description,operations-supported,,,1setOf type2 enum,[RFC8011]
Printer Description,organization-name-supported,,,integer(0:1023),[PWG5100.15]
Printer Description,orientation-requested-default,,,no-value | type2 enum,[RFC8011]
Printer Description,orientation-requested-supported,,,1setOf type2 enum,[RFC8011]
Printer Description,output-attributes-default,,,collection | no-value,[PWG5100.17]
Printer Description,output-attributes-supported,,,1setOf keyword,[PWG5100.17]
Printer Description,output-bin-default,,,type2 keyword | name(MAX),[PWG5100.2]
Printer Description,output-bin-supported,,,1setOf (keyword | name(MAX)),[PWG5100.2]
Printer Description,output-device-supported,,,1setOf name(127),[PWG5100.7]
Printer Description,output-device-uuid-supported,,,1setOf uri,[PWG5100.18]
Printer Description,overrides-supported,,,1setOf keyword,[PWG5100.6]
Printer Description,page-delivery-default,,,type2 keyword,[PWG5100.3]
Printer Description,page-delivery-supported,,,1setOf type2 keyword,[PWG5100.3]
Printer Description,page-order-received-default,,,type2 keyword,[PWG5100.3]
Printer Description,page-order-received-default(obsolete),,,type2 keyword,[IPP20190509B]
Printer Description,page-order-received-supported,,,1setOf type2 keyword,[PWG5100.3]
Printer Description,page-order-received-supported(obsolete),,,1setOf type2 keyword,[IPP20190509B]
Printer Description,page-ranges-supported,,,boolean,[RFC8011]
Printer Description,pages-per-subset-supported,,,boolean,[PWG5100.13]
Printer Description,pages-per-subset-supported(deprecated),,,boolean,[IPP20190509A]
Printer Description,parent-printers-supported,,,1setOf uri,[RFC3998]
Printer Description,pclm-raster-back-side,,,keyword,[HP20180907]
Printer Description,pclm-source-resolution-supported,,,1setOf resolution,[HP20180907]
Printer Description,pclm-strip-height-preferred,,,1setOf integer,[HP20180907]
Printer Description,pclm-strip-height-supported,,,integer,[HP20180907]
Printer Description,pdf-features-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,pdf-k-octets-supported,,,rangeOfInteger(0:MAX),[PWG5100.16]
Printer Description,pdf-versions-supported,,,1setOf type2 keyword,[PWG5100.16]
Printer Description,pdl-init-file-default,,,collection | no-value,[PWG5100.11]
Printer Description,pdl-init-file-default,"<Member attributes are the same as the ""pdl-init-file"" Job Template attribute>",,,[PWG5100.11]
Printer Description,pdl-init-file-entry-supported,,,1setOf name(MAX),[PWG5100.11]
Printer Description,pdl-init-file-location-supported,,,1setOf uri,[PWG5100.11]
Printer Description,pdl-init-file-name-subdirectory-supported,,,boolean,[PWG5100.11]
Printer Description,pdl-init-file-name-supported,,,1setOf name(MAX),[PWG5100.11]
Printer Description,pdl-init-file-supported,,,1setOf keyword,[PWG5100.11]
Printer Description,pdl-override-guaranteed-supported,,,1setOf keyword,[IPPWG20151019]
Printer Description,pdl-override-supported,,,type2 keyword,[RFC8011]
Printer Description,platform-shape,,,type2 keyword,[APPLE20170629]
Printer Description,platform-temperature-default,,,integer(-273:MAX),[PWG5100.21]
Printer Description,platform-temperature-supported,,,1setOf (integer(-273:MAX) | rangeOfInteger(-273:MAX)),[PWG5100.21]
Printer Description,preferred-attributes-supported,,,boolean,[PWG5100.13]
Printer Description,presentation-direction-number-up-default,,,type2 keyword,[PWG5100.3]
Printer Description,presentation-direction-number-up-supported,,,1setOf type2 keyword,[PWG5100.3]
Printer Description,print-accuracy-supported,,,collection,[PWG5100.21]
Printer Description,print-accuracy-supported,accuracy-units,,type2 keyword,[PWG5100.21]
Printer Description,print-accuracy-supported,x-accuracy,,integer(0:MAX),[PWG5100.21]
Printer Description,print-accuracy-supported,y-accuracy,,integer(0:MAX),[PWG5100.21]
Printer Description,print-accuracy-supported,z-accuracy,,integer(0:MAX),[PWG5100.21]
Printer Description,print-base-default,,,type2 keyword,[PWG5100.21]
Printer Description,print-base-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,print-color-mode-default,,,type2 keyword,[PWG5100.13]
Printer Description,print-color-mode-supported,,,1setOf type2 keyword,[PWG5100.13]
Printer Description,print-content-optimize-default,,,type2 keyword,[PWG5100.7]
Printer Description,print-content-optimize-supported,,,1setOf type2 keyword,[PWG5100.7]
Printer Description,print-objects-supported,,,1setOf keyword,[PWG5100.21]
Printer Description,print-quality-default,,,type2 enum,[RFC8011]
Printer Description,print-quality-supported,,,1setOf type2 enum,[RFC8011]
Printer Description,print-rendering-intent-default,,,type2 keyword,[PWG5100.13]
Printer Description,print-rendering-intent-supported,,,1setOf type2 keyword,[PWG5100.13]
Printer Description,print-scaling-default,,,type2 keyword,[PWG5100.16]
Printer Description,print-scaling-supported,,,1setOf type2 keyword,[PWG5100.16]
Printer Description,print-supports-default,,,type2 keyword,[PWG5100.21]
Printer Description,print-supports-supported,,,1setOf type2 keyword,[PWG5100.21]
Printer Description,printer-camera-image-uri,,,1setOf uri,[PWG5100.21]
Printer Description,printer-charge-info,,,text(MAX),[PWG5100.13]
Printer Description,printer-charge-info-uri,,,uri,[PWG5100.13]
Printer Description,printer-current-time,,,dateTime,[RFC8011]
Printer Description,printer-device-id,,,text(1023),[PWG5107.2]
Printer Description,printer-dns-sd-name,,,name(63),[PWG5100.16]
Printer Description,printer-driver-installer,,,uri,[RFC8011]
Printer Description,printer-fax-log-uri,,,uri,[PWG5100.15]
Printer Description,printer-fax-modem-info,,,1setOf text(MAX),[PWG5100.15]
Printer Description,printer-fax-modem-name,,,1setOf name(MAX),[PWG5100.15]
Printer Description,printer-fax-modem-number,,,1setOf uri,[PWG5100.15]
Printer Description,printer-geo-location,,,uri,[PWG5100.13]
Printer Description,printer-get-attributes-supported,,,1setOf keyword,[PWG5100.13]
Printer Description,printer-icc-profiles,,,1setOf collection,[PWG5100.13]
Printer Description,printer-icc-profiles,profile-name,,name(MAX),[PWG5100.13]
Printer Description,printer-icc-profiles,profile-url,,uri,[PWG5100.13]
Printer Description,printer-icons,,,1setOf uri,[PWG5100.13]
Printer Description,printer-info,,,text(127),[RFC8011]
Printer Description,printer-kind,,,1setOf type2 keyword,[PWG5100.16]
Printer Description,printer-location,,,text(127),[RFC8011]
Printer Description,printer-make-and-model,,,text(127),[RFC8011]
Printer Description,printer-mandatory-job-attributes,,,1setOf keyword,[PWG5100.13]
Printer Description,printer-more-info-manufacturer,,,uri,[RFC8011]
Printer Description,printer-name,,,name(127),[RFC8011]
Printer Description,printer-organization,,,1setOf text(MAX),[PWG5100.13]
Printer Description,printer-organizational-unit,,,1setOf text(MAX),[PWG5100.13]
Printer Description,printer-privacy-policy-uri,,,uri,[IPPPRIVACY10]
Printer Description,printer-resolution-default,,,resolution,[RFC8011]
Printer Description,printer-resolution-supported,,,resolution,[RFC8011]
Printer Description,printer-static-resource-directory-uri,,,uri,[PWG5100.18]
Printer Description,printer-static-resource-k-octets-supported,,,integer(0:MAX),[PWG5100.18]
Printer Description,printer-strings-languages-supported,,,1setOf naturalLanguage,[PWG5100.13]
Printer Description,printer-strings-uri,,,uri | no-value,[PWG5100.13]
Printer Description,printer-volume-supported,,,collection,[PWG5100.21]
Printer Description,printer-volume-supported,x-dimension,,integer(1:MAX),[PWG5100.21]
Printer Description,printer-volume-supported,y-dimension,,integer(1:MAX),[PWG5100.21]
Printer Description,printer-volume-supported,z-dimension,,integer(1:MAX),[PWG5100.21]
Printer Description,printer-xri-supported,,,1setOf collection,[RFC3380]
Printer Description,printer-xri-supported,xri-authentication,,type2 keyword,[RFC3380]
Printer Description,printer-xri-supported,xri-security,,type2 keyword,[RFC3380]
Printer Description,printer-xri-supported,xri-uri,,uri,[RFC3380]
Printer Description,proof-print-default,,,collection | no-value,[PWG5100.11]
Printer Description,proof-print-default,"<Member attributes are the same as the ""proof-print"" Job Template attribute>",,,[PWG5100.11]
Printer Description,proof-print-supported,,,1setOf keyword,[PWG5100.11]
Printer Description,punching-hole-diameter-configured,,,integer(0:MAX),[PWG5100.1]
Printer Description,punching-locations-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.1]
Printer Description,punching-offset-supported,,,1setOf (integer(0:MAX) | rangeOfInteger(0:MAX)),[PWG5100.1]
Printer Description,punching-reference-edge-supported,,,1setOf type1 keyword,[PWG5100.1]
Printer Description,pwg-raster-document-resolution-supported,,,1setOf resolution,[PWG5102.4]
Printer Description,pwg-raster-document-sheet-back,,,type2 keyword,[PWG5102.4]
Printer Description,pwg-raster-document-type-supported,,,1setOf type2 keyword,[PWG5102.4]
Printer Description,reference-uri-schemes-supported,,,1setOf uriScheme,[RFC8011]
Printer Description,repertoire-supported,,,1setOf (keyword | name),[PWG5101.2]
Printer Description,requesting-user-uri-supported,,,boolean,[PWG5100.13]
Printer Description,retry-interval-default,,,integer(1:MAX),[PWG5100.15]
Printer Description,retry-interval-supported,,,rangeOfInteger(1:MAX),[PWG5100.15]
Printer Description,retry-time-out-default,,,integer(1:MAX),[PWG5100.15]
Printer Description,retry-time-out-supported,,,rangeOfInteger(1:MAX),[PWG5100.15]
Printer Description,save-disposition-supported,,,1setOf keyword,[PWG5100.11]
Printer Description,save-document-format-default,,,mimeMediaType,[PWG5100.11]
Printer Description,save-document-format-supported,,,1setOf mimeMediaType,[PWG5100.11]
Printer Description,save-location-default,,,uri,[PWG5100.11]
Printer Description,save-location-supported,,,1setOf uri,[PWG5100.11]
Printer Description,save-name-subdirectory-supported,,,boolean,[PWG5100.11]
Printer Description,save-name-supported,,,boolean,[PWG5100.11]
Printer Description,separator-sheets-default,,,collection,[PWG5100.3]
Printer Description,separator-sheets-default,"<Member attributes are the same as the ""separator-sheets"" Job Template attribute>",,,[PWG5100.3]
Printer Description,separator-sheets-supported,,,1setOf keyword,[PWG5100.3]
Printer Description,sheet-collate-default(obsolete),,,type2 keyword,[RFC3381]
Printer Description,sheet-collate-supported(obsolete),,,1setOf type2 keyword,[RFC3381]
Printer Description,sides-default,,,type2 keyword,[RFC8011]
Printer Description,sides-supported,,,1setOf type2 keyword,[RFC8011]
Printer Description,smi2699-auth-print-group,,,name(MAX),[IPPSERVER]
Printer Description,smi2699-auth-proxy-group,,,name(MAX),[IPPSERVER]
Printer Description,smi2699-device-command,,,name(MAX),[IPPSERVER]
